ID,Age,Wives,WealthRatio,rs
400448,69,1,213.73,0
400503,69,1,49.68,0
400528,69,1,14.53,0
400701,69,1,186.04,0
400707,69,1,85.06,0
400717,69,1,343.64,7
400723,69,1,48.44,0
400776,69,1,2.32,0
400845,69,1,68.29,0
400867,69,1,3.65,6
400890,69,1,40.75,0
400912,69,1,87.2,0
401040,69,1,13.74,0
401054,69,1,15.78,0
401144,69,1,57.91,0
401162,69,1,0.01,0
401412,69,1,245.62,0
401734,69,1,54.98,0
401882,69,1,80.49,0
401944,69,1,3.07,0
401952,69,1,36.92,0
402004,69,1,394,0
402270,69,1,54.86,0
403451,69,1,77.67,0
5283,70,1,61.85,8
7524,70,1,2.71,0
7874,70,1,0.01,0
8002,70,2,5.51,5
8109,70,1,240.54,0
8195,70,1,22.85,1
9880,70,0,0.008077544,0
10081,70,1,0.01,8
10334,70,1,6.05,1
10362,70,1,49.89,5
10780,70,1,0.59,2
10820,70,1,9.68,0
10844,70,1,0.01,6
11100,70,2,0.02,7
11115,70,0,0.01,0
11143,70,1,22.3,2
11197,70,1,37.3,2
11211,70,1,1.54,2
11246,70,1,771.62,6
12772,70,1,0.01,2
13270,70,1,1.36,7
13884,70,3,0.85,6
13898,70,2,0.01,0
14250,70,1,1.87,3
14340,70,1,0.01,3
15310,70,1,0.3,2
15679,70,0,0.02,0
15839,70,2,0.43,5
15981,70,1,0.02,1
16250,70,1,0.009242144,3
16255,70,0,0.01,3
16682,70,1,36.19,3
16895,70,1,120.27,5
17095,70,1,0.01,0
17256,70,1,69.67,9
17349,70,1,1.43,0
17355,70,1,0.01,4
17558,70,0,0.01,0
17806,70,0,0.01,0
17811,70,0,240.54,0
17984,70,2,0.01,3
18116,70,2,43.06,2
19199,70,1,0.01,6
19260,70,0,0.01,0
19372,70,1,0.01,0
19637,70,0,0.02,0
19741,70,1,0.01,0
19931,70,1,0.01,0
21238,70,0,0.009242144,0
21325,70,1,5.56,6
21595,70,0,0.01,0
21778,70,1,0.01,0
22143,70,0,0.01,0
22357,70,1,0.008077544,0
22392,70,2,78.87,3
22766,70,0,0.009242144,0
22936,70,2,24.05,11
22993,70,1,0.01,1
24218,70,1,186.04,1
24383,70,1,0.01,7
24540,70,0,0.01,0
24861,70,0,82.77,0
25042,70,1,0.01,0
25783,70,1,3.39,13
25917,70,1,41.23,8
25930,70,1,0.01,1
26953,70,2,0.25,5
27065,70,2,0.01,4
27439,70,1,0.01,0
27826,70,1,0.01,0
28273,70,2,0.01,1
28511,70,1,29.93,1
28557,70,0,0.01,0
28772,70,2,0.02,0
28902,70,0,20.61,0
29893,70,1,515.46,6
74379,70,1,7.38,0
74550,70,1,0.01,2
100742,70,1,8.01,2
101290,70,1,49.39,0
104030,70,1,22.49,4
105713,70,1,0.009242144,0
105982,70,1,5.02,0
111010,70,1,0.016155089,4
111476,70,1,34.36426117,2
400358,70,1,132.95,0
400468,70,1,109.9,0
400565,70,1,95.45,0
400580,70,1,20.34,0
400582,70,1,2.28,0
400599,70,1,348.83,0
400720,70,1,192.19,0
400759,70,1,11.78,0
400855,70,1,42.04,0
400898,70,1,20.61,0
400968,70,1,23.25,0
401027,70,1,4.95,0
401227,70,1,1.16,0
401404,70,1,0.02,0
402000,70,1,85.91,0
403106,70,1,0.01,0
292,71,1,34.36,4
1956,71,1,1030.92,4
5320,71,1,343.64,0
8012,71,0,0.01,0
8247,71,1,0.009242144,0
8306,71,1,481.09,4
8402,71,1,0.01,3
8809,71,1,0.52,0
9159,71,3,581.39,5
9415,71,2,0.01,9
9902,71,2,18.18,10
10273,71,1,137.45,7
10863,71,1,48.47,0
10952,71,0,0.01,0
11042,71,1,3.89,6
11249,71,1,145.68,2
11585,71,2,0.35,0
11608,71,1,5.97,0
11748,71,0,40.35,0
12016,71,3,11.44,9
12342,71,2,116.27,6
12712,71,1,11.1,0
12755,71,1,0.009242144,2
13079,71,0,105.28,0
13287,71,1,0.01,0
13294,71,0,0.01,0
14520,71,0,0.02,0
14702,71,1,8.3,0
15105,71,1,0.02,7
16178,71,1,103.09,0
16476,71,1,13.23,0
16744,71,1,0.02,2
17232,71,0,0.01,0
17539,71,1,27.2,5
18209,71,1,40.69,6
18666,71,2,963.52,15
18675,71,1,7848.83,5
18814,71,1,27.9,1
19358,71,1,99.86,2
19997,71,1,0.01,5
20003,71,1,41.08,9
20183,71,1,0.01,0
20216,71,1,3.77,1
21335,71,0,0.01,0
21337,71,0,0.01,0
21467,71,1,0.02,8
21581,71,1,119.65,12
21597,71,1,0.01,7
21781,71,1,0.25,8
21840,71,1,0.01,0
22603,71,0,0.02,0
22794,71,0,0.01,0
22941,71,0,81.39,0
22990,71,0,11.44,0
23652,71,1,0.17,11
23797,71,1,0.02,12
23934,71,1,2.13,3
23961,71,2,481.09,3
24202,71,0,0.01,1
24241,71,2,85.91,3
24496,71,1,48.1,1
25756,71,0,0.01,0
26074,71,0,3.59,0
26283,71,3,0.008077544,0
26654,71,1,0.02,0
26809,71,1,0.02,0
27272,71,0,19.56,0
27359,71,1,0.01,0
27488,71,1,401,0
27923,71,0,0.02,0
28356,71,1,0.01,2
29740,71,1,17.18,2
29829,71,2,103.09,7
100671,71,1,206.18,4
100737,71,1,0.01,4
100858,71,0,17.44,0
100941,71,1,40.69,5
100957,71,1,10.3,5
101737,71,1,2.74,7
101753,71,2,412.37,4
101800,71,1,206.18,0
102157,71,1,0.01,0
103193,71,1,19.66,0
105392,71,1,0.35,9
110824,71,1,0.011627907,6
400160,71,1,8.1,0
400337,71,1,0.33,0
400456,71,1,63.09,0
400497,71,1,12.04,0
400501,71,1,12.54,0
400758,71,1,523.25,1
400803,71,1,29.86,0
400887,71,1,5.16,0
400906,71,1,10.41,0
400963,71,1,111.99,0
401079,71,1,48.1,0
401177,71,1,103.09,0
401756,71,1,17.44,7
401760,71,1,34.88,0
401884,71,1,0.01,0
402007,71,1,32.3,0
402019,71,1,1027.04,0
402114,71,1,109.32,0
264,72,1,41.23,6
3588,72,1,549.82,5
4332,72,1,171.82,3
7526,72,0,116.27,0
7830,72,1,0.53,0
7900,72,2,209.3,7
7970,72,1,1.3,3
7979,72,1,0.01,0
8193,72,1,41.23,0
8481,72,1,274.91,5
8500,72,1,0.01,7
9205,72,0,0.01,2
9222,72,1,0.02,2
9370,72,1,43.26,5
9398,72,1,0.009242144,8
9429,72,2,0.01,6
9543,72,1,4.08,6
10224,72,1,0.02,4
10346,72,2,0.01,4
10366,72,1,0.01,5
11287,72,1,23.26,2
11525,72,3,0.01,4
11737,72,1,0.01,0
12191,72,1,0.01,3
12482,72,1,0.23,0
13179,72,1,0.01,7
13213,72,1,0.01,3
13284,72,2,23.25,4
13511,72,1,0.01,10
13580,72,1,0.01,2
13681,72,1,0.01,7
14321,72,0,0.01,0
14456,72,0,54.98,0
15299,72,1,65.12,3
15962,72,1,0.009242144,3
16263,72,0,0.02,0
16313,72,0,0.01,0
17009,72,1,0.01,1
17059,72,3,0.03,4
17271,72,1,6.87,4
17621,72,0,0.009242144,0
17725,72,0,0.01,0
18050,72,1,0.02,3
18344,72,1,0.02,5
18629,72,1,0.009242144,0
18659,72,0,274.91,2
19431,72,1,1017.44,8
19582,72,1,0.01,10
19723,72,1,0.01,5
20185,72,0,25.44,0
20268,72,1,0.01,1
20609,72,1,0.01,2
20887,72,1,0.01,5
21139,72,2,46.04,2
21704,72,1,32.18,7
22361,72,3,2.68,3
22716,72,2,35.77,2
22866,72,1,0.16,3
23007,72,1,0.01,0
23154,72,1,0.02,2
23634,72,1,0.01,0
24193,72,1,0.01,5
24454,72,1,20.46,3
24877,72,0,0.01,0
25102,72,0,0.01,0
25932,72,0,0.01,7
25992,72,3,25.44,4
26174,72,1,0.01,6
26228,72,0,1.74,0
26230,72,1,2.06,2
26279,72,1,0.01,2
26705,72,0,0.01,0
27374,72,1,0.01,5
27817,72,0,0.9,0
27903,72,1,0.01,1
28358,72,1,0.01,0
28774,72,0,0.01,1
28911,72,1,287.88,10
29754,72,0,39.73,0
29762,72,2,48.1,6
29764,72,2,30.92,7
29797,72,2,54.98,14
100519,72,2,274.91,11
100697,72,2,48.1,4
100758,72,1,120.27,9
100867,72,1,137.45,3
101244,72,1,95.63,0
102248,72,1,0.01,7
103493,72,1,65.62,0
103852,72,1,200.84,0
105184,72,1,40.54,3
105704,72,1,0.01,4
107996,72,1,0.01,8
109112,72,1,0.02,3
109950,72,1,0.02,1
400033,72,1,25.12,0
400076,72,1,206.18,0
400156,72,1,24.67,0
400158,72,1,59.1,0
400271,72,1,0.01,0
400361,72,1,21.84,0
400434,72,1,0.01,0
400621,72,1,20.31,0
400673,72,1,737.97,0
400753,72,1,0.42,0
401042,72,1,68.72,0
401460,72,1,0.02,0
401626,72,1,0.79,0
402158,72,1,50.42,5
403076,72,1,0.02,7
354,73,1,54.98,4
1246,73,1,584.19,0
2378,73,2,41.23,0
7476,73,1,0.01,0
8081,73,1,22.74,7
8114,73,1,1.72,0
8215,73,2,30.7,5
8406,73,0,0.01,0
8453,73,2,0.01,6
8499,73,1,0.01,3
8739,73,0,0.01,0
9946,73,1,0.02,7
10061,73,1,0.01,5
10466,73,1,72.67,1
11074,73,1,9.16,4
11237,73,1,14.31,6
11367,73,0,0.01,0
11511,73,1,0.02,0
12141,73,1,20.74,0
12326,73,0,274.91,0
12595,73,1,0.01,4
12614,73,1,0.009242144,3
12654,73,0,0.01,0
13193,73,1,0.01,9
13218,73,1,0.02,0
13314,73,0,0.01,1
13685,73,3,716.84,0
14113,73,1,0.46,4
14152,73,1,52.32,3
14153,73,2,206.01,4
14795,73,1,0.02,4
15100,73,1,34.05,2
15257,73,1,0.01,5
15351,73,0,0.01,0
15714,73,1,203.48,1
15945,73,0,0.02,0
16233,73,2,0.01,2
16628,73,0,0.01,0
16719,73,1,0.02,9
16961,73,0,0.01,0
17018,73,1,108.97,6
17543,73,1,0.02,4
17657,73,1,0.26,11
18003,73,1,0.02,9
18392,73,2,44.03,6
18849,73,1,46.51,3
19328,73,2,0.02,0
19765,73,1,2.44,5
19978,73,1,10.83,1
20167,73,0,0.01,0
20423,73,0,0.01,0
21012,73,1,28.81,8
21074,73,0,0.01,0
21517,73,1,29.87,7
21897,73,1,0.009242144,8
22335,73,1,0.01,3
22711,73,1,0.01,3
22909,73,1,5.15,1
22989,73,0,2.54,0
23092,73,1,0.92,3
23367,73,0,9.77,0
23430,73,1,0.02,4
23614,73,0,3.02,0
24252,73,3,179.31,0
24547,73,1,101.03,2
24916,73,2,0.009242144,0
25673,73,1,240.54,5
25921,73,1,8.8,9
26199,73,0,165.65,0
26239,73,1,22.8,4
27280,73,1,0.01,5
27438,73,1,0.01,3
27460,73,2,0.01,6
27662,73,0,0.58,0
27669,73,1,20.53,10
27834,73,0,0.01,0
28028,73,2,0.01,1
28443,73,0,0.01,0
28490,73,1,0.01,0
28830,73,1,0.01,0
28873,73,1,45.2,4
29504,73,2,40.2,8
29962,73,1,618.55,5
62125,73,1,0.37,0
100812,73,1,669.76,9
100855,73,2,549.82,6
100891,73,1,309.27,9
101590,73,1,27.49,10
101639,73,1,0.01,0
102136,73,1,0.01,9
102864,73,1,0.01,5
103692,73,1,34.36,7
105828,73,1,0.23,4
106636,73,1,0.009242144,8
108542,73,1,0.01,6
108586,73,1,0.48,5
400077,73,1,0.69,0
400301,73,1,10.1,0
400366,73,1,188.8,0
400554,73,1,1.53,0
400568,73,1,58.13,0
400634,73,1,145.34,0
400645,73,1,2.05,0
400667,73,1,2.3,0
400770,73,1,120.27,0
401111,73,1,185.56,0
401157,73,1,87.2,0
401406,73,1,1.91,0
401688,73,1,29.06,0
401724,73,1,0.01,0
401736,73,1,1.86,0
401764,73,1,0.02,0
401886,73,1,412.37,0
402008,73,1,41.79,0
402244,73,1,0.009242144,6
403242,73,1,0.33,0
3586,74,1,34.36,3
6795,74,2,1.54,6
7323,74,1,0.01,3
7369,74,1,0.01,0
7565,74,1,0.42,0
8260,74,1,0.34,2
8901,74,0,0.01,0
8947,74,0,0.01,0
8999,74,1,0.68,1
9007,74,3,0.009242144,2
9507,74,0,137.45,0
9698,74,2,274.91,5
9748,74,1,0.02,1
9930,74,2,4.89,0
10523,74,1,0.01,5
10957,74,0,0.01,0
11092,74,1,0.02,4
11151,74,1,0.01,10
11221,74,1,11.22,0
11790,74,1,0.01,0
11919,74,0,0.01,0
13080,74,1,59.14,3
13396,74,1,0.01,4
13509,74,1,0.01,1
13812,74,1,0.01,9
14571,74,2,0.01,4
14597,74,1,0.02,8
14765,74,1,0.01,4
15083,74,1,618.55,0
15099,74,1,1.16,0
15129,74,1,20.02,3
15131,74,0,20.63,0
15415,74,0,0.01,1
15822,74,1,3.43,0
15982,74,1,0.01,3
16266,74,1,406.97,0
16451,74,1,0.01,11
16612,74,1,2.45,3
17041,74,1,7.75,0
17316,74,0,12.44,0
17398,74,3,0.02,0
17547,74,2,26.17,2
17989,74,1,1.63,5
18007,74,2,0.01,0
18243,74,1,0.01,0
18309,74,1,0.01,3
18511,74,0,0.01,0
18645,74,1,0.02,1
18674,74,2,194.84,4
18928,74,1,84.55,6
19787,74,1,0.01,2
19938,74,1,0.02,0
20214,74,0,9.39,0
20622,74,2,0.01,0
20727,74,3,0.02,6
20754,74,0,0.01,0
20840,74,1,161.82,2
20932,74,2,27.4,0
21023,74,1,0.33,0
21521,74,1,0.01,5
21533,74,0,8.13,0
21535,74,1,0.68,2
21561,74,1,2.39,0
21577,74,1,21.96,3
21863,74,1,1.34,3
21892,74,1,0.01,3
21994,74,0,0.02,0
22121,74,1,0.02,0
22332,74,1,44.56,7
22393,74,2,0.01,3
22701,74,0,101.74,0
22763,74,1,0.01,0
23053,74,0,0.009242144,0
23079,74,0,0.01,0
23271,74,1,0.01,0
23523,74,1,0.02,0
23963,74,1,4012.84,3
24222,74,1,214.23,0
24357,74,0,0.01,0
24407,74,1,0.01,8
24731,74,1,0.01,0
24850,74,0,0.01,0
25098,74,1,0.01,8
26806,74,0,0.01,0
27084,74,1,5.65,0
27100,74,1,17.18,7
27110,74,1,18.31,4
27117,74,1,0.02,2
27277,74,1,0.01,0
27367,74,0,0.01,0
27613,74,2,0.17,11
27869,74,0,0.02,0
27918,74,1,13.94,5
27997,74,1,0.01,1
28067,74,2,0.02,3
28404,74,1,31.14,0
28450,74,1,0.05,2
29480,74,0,29.06,0
29571,74,1,0.02,8
29749,74,1,206.18,9
100535,74,1,61.85,1
100599,74,1,0.01,2
100705,74,1,48.1,1
100956,74,1,206.18,7
103848,74,0,0.02,0
105036,74,1,0.01,1
105072,74,0,0.02,0
105395,74,1,0.01,4
108545,74,1,0.01,4
400034,74,1,2.03,0
400237,74,1,220.95,0
400259,74,1,26.21,0
400339,74,1,2.36,0
400567,74,1,206.18,0
400612,74,1,98.03,0
400635,74,1,0.58,0
400731,74,1,1.37,0
400755,74,2,0.01,0
400798,74,1,56.29,8
400809,74,1,26.16,9
400922,74,1,146.13,0
401053,74,1,60.15,0
401154,74,1,51.77,0
401226,74,1,4.22,0
401488,74,1,1.31,0
402031,74,1,7.73,0
403110,74,1,0.48,0
403834,74,1,18,6
1543,75,1,5.15,9
4639,75,1,2.74,6
6660,75,1,17.18,0
7233,75,0,0.01,0
7581,75,1,0.01,2
8138,75,3,1.56,0
8245,75,1,0.01,0
8281,75,1,0.02,0
8367,75,1,0.01,6
8392,75,1,8.48,3
8394,75,1,0.01,5
8409,75,1,0.02,3
8484,75,0,0.01,0
9550,75,2,221.91,3
9591,75,0,0.01,0
9767,75,1,163.73,1
9924,75,1,0.01,5
10361,75,1,72.67,4
10520,75,1,2.03,4
10819,75,0,0.008077544,0
10836,75,3,0.12,2
11030,75,0,0.01,0
12407,75,1,0.009242144,0
12456,75,1,2.06,1
12459,75,2,0.02,6
12670,75,1,0.02,0
13188,75,0,27.49,0
14818,75,0,105.7,0
14880,75,0,0.01,0
15042,75,1,0.01,4
15995,75,1,0.02,7
16073,75,1,31.6,0
16267,75,1,129.78,7
16336,75,1,0.21,3
17230,75,3,0.01,3
17640,75,1,0.01,7
17854,75,1,0.01,5
17956,75,1,2.19,6
17980,75,0,0.01,0
19297,75,0,0.01,0
19928,75,1,0.73,0
20067,75,1,0.3,7
20155,75,1,0.01,3
20735,75,1,0.01,5
21138,75,1,1.26,0
21259,75,0,0.01,0
21280,75,0,116.27,0
21422,75,1,13.74,1
21465,75,1,0.01,3
21576,75,1,2.32,2
21870,75,1,0.11,1
21889,75,2,0.01,0
22005,75,0,0.01,0
22146,75,3,0.02,1
22174,75,1,3.29,2
22599,75,1,0.01,5
22685,75,0,0.01,0
22707,75,1,0.01,2
23183,75,1,0.02,5
23389,75,2,17.18,2
23619,75,1,0.15,3
23806,75,0,0.02,0
23822,75,1,15.07,1
23823,75,0,0.01,0
24004,75,0,2407.7,0
24007,75,1,2.36,1
24177,75,2,3.59,0
24379,75,0,0.01,0
24952,75,1,0.41,4
25022,75,0,0.01,0
25752,75,0,0.01,0
26563,75,1,20.61,0
26729,75,1,0.009242144,1
26825,75,1,0.14,6
26895,75,2,0.14,3
27069,75,1,481.09,2
27122,75,1,27.61,9
27502,75,1,0.01,3
27537,75,0,0.01,1
29856,75,1,206.18,7
73841,75,1,0.02,10
74073,75,0,0.01,0
100722,75,1,7.6,3
100842,75,1,3436.42,8
100912,75,1,137.45,8
101526,75,1,4.62,3
102817,75,1,0.01,0
103402,75,1,0.01,0
103970,75,1,3.83,0
104079,75,2,49.44,0
104286,75,1,3.04,0
105034,75,1,0.01,4
106144,75,1,0.01,1
400023,75,1,26.68,0
400030,75,1,2.18,0
400192,75,1,30.9,0
400412,75,1,114.98,0
400502,75,1,58.29,0
400650,75,1,58.13,0
400761,75,1,1.16,0
400871,75,1,10.3,0
401081,75,1,23.73,0
401092,75,1,545.8,0
401224,75,1,913.63,4
401598,75,1,0.51,0
401694,75,1,24.05,0
401860,75,1,63.94,2
401928,75,1,5.36,0
401974,75,1,3.93,0
402112,75,1,5.2,0
402178,75,1,4.36,0
1501,76,0,41.23,4
3900,76,1,27.49,10
7945,76,1,2.09,5
7981,76,1,131.13,0
8210,76,0,0.02,0
8509,76,0,0.01,0
8946,76,0,0.01,0
9383,76,1,57.87,11
9509,76,0,0.009242144,0
9562,76,1,484.71,9
9564,76,2,48,4
9582,76,1,62.43,3
9730,76,1,17.33,4
9810,76,1,0.87,5
9811,76,1,3.26,2
9820,76,1,0.01,4
10478,76,1,0.009242144,0
10938,76,0,0.01,0
11180,76,1,41.23,0
11350,76,0,0.01,0
11528,76,2,9.61,1
11940,76,1,2.29,0
12156,76,1,755.76,1
12189,76,0,0.009242144,0
13307,76,1,0.01,4
14119,76,2,0.02,2
14134,76,2,0.01,3
14457,76,1,48.1,5
14588,76,0,17.44,0
15045,76,1,0.01,2
15046,76,2,0.02,0
15300,76,1,65.84,3
15688,76,1,0.02,2
16326,76,1,10.12,7
16481,76,1,0.01,0
16600,76,1,0.01,2
16760,76,1,17.44,0
17623,76,2,0.01,1
17641,76,1,0.01,8
17666,76,1,6.31,4
17718,76,1,7.69,7
18810,76,0,113.68,0
19389,76,1,6.97,6
19929,76,1,0.1,2
20466,76,1,0.02,6
20926,76,1,32.5,3
20945,76,1,0.34,1
21338,76,1,12.23,0
22017,76,2,0.01,2
22211,76,1,14.78,2
22321,76,0,0.01,0
22364,76,1,30.15,3
22370,76,1,7.34,3
22659,76,1,1.03,4
22750,76,2,0.01,9
22805,76,1,0.02,4
23377,76,1,0.01,3
23958,76,0,27.45,0
24221,76,0,4.9,0
24264,76,2,332.48,11
24284,76,2,61.52,4
24322,76,1,174.41,5
24467,76,1,0.01,0
24476,76,0,10.3,0
24541,76,0,0.01,0
25100,76,0,0.01,0
25976,76,0,726.74,0
26123,76,0,0.01,0
26537,76,1,34.88,0
27063,76,0,274.91,0
27315,76,1,5.38,0
27496,76,1,103.09,2
27659,76,1,0.02,8
27842,76,1,154.63,2
28708,76,1,0.76,5
29508,76,1,54.98,7
29646,76,1,3.07,7
100981,76,1,0.72,7
101266,76,1,120.27,5
101468,76,1,61.85,7
102202,76,2,0.01,6
102666,76,1,0.02,0
104062,76,1,0.009242144,4
107670,76,1,0.01,7
111402,76,1,0.105939005,0
400035,76,1,0.02,0
400341,76,1,4.39,0
400546,76,1,31.96,0
400578,76,1,13.74,0
400628,76,1,1.98,1
400631,76,1,8.72,0
400660,76,1,1.16,0
400773,76,1,150.31,0
400823,76,1,1.12,0
400844,76,1,59.59,0
400873,76,1,2.32,0
400967,76,1,5.23,0
401026,76,1,51.47,0
401200,76,1,6.3,0
401210,76,1,2749.14,0
401218,76,1,0.86,0
401640,76,1,2906.97,0
401648,76,1,23.55,0
401892,76,1,51.15,0
401964,76,1,5.81,4
402234,76,1,659.78,0
403178,76,1,28.84,0
403210,76,1,0.01,5
403320,76,1,0.01,0
403334,76,1,58.27,0
3714,77,1,120.27,7
5759,77,1,120.27,5
7619,77,1,0.01,4
8825,77,1,0.39,5
8917,77,1,7.65,7
9012,77,1,0.02,0
9175,77,1,6.34,5
9697,77,1,23.25,4
9759,77,1,35.27,4
10212,77,1,1.88,4
10536,77,1,0.02,6
11548,77,0,0.3,0
11572,77,1,0.02,7
11584,77,1,44.49,4
12028,77,1,0.01,0
12082,77,1,0.01,6
12176,77,1,0.02,2
12460,77,2,0.41,1
12691,77,1,0.01,4
13153,77,1,0.009242144,4
13199,77,0,0.38,0
13200,77,1,0.02,0
13269,77,0,37.64,0
14111,77,1,0.01,4
14338,77,1,5.44,4
14351,77,0,0.68,0
14690,77,0,10.3,0
14696,77,0,0.009242144,0
14718,77,1,0.01,6
15292,77,1,87.2,5
15715,77,1,0.01,0
15806,77,2,0.01,6
16442,77,1,343.57,5
16534,77,1,85.24,1
16891,77,0,30.49,0
17828,77,1,5.16,1
17849,77,1,137.45,0
18692,77,0,0.01,0
18724,77,1,0.01,2
18732,77,1,5.29,9
19275,77,2,0.01,4
19343,77,0,3.64,0
19809,77,1,52.32,5
19936,77,1,0.01,6
19988,77,1,1.54,7
19989,77,1,3.61,6
20197,77,1,85.91,0
20766,77,2,0.01,0
20767,77,2,0.01,5
20821,77,0,0.01,0
20959,77,1,0.87,7
21134,77,1,40.14,7
21194,77,1,0.01,3
21518,77,1,12.85,0
21588,77,2,919.73,5
21896,77,1,0.01,2
21983,77,1,119.09,6
22020,77,3,2.14,1
22220,77,1,0.82,0
23924,77,1,0.66,5
24015,77,0,11.67,0
24266,77,1,116.27,5
24716,77,1,14.56,3
24726,77,0,0.01,1
24962,77,2,47.02,2
25815,77,0,0.01,0
25817,77,1,0.01,4
26002,77,0,0.009242144,0
26113,77,0,0.01,0
26528,77,1,45.6,0
26909,77,1,0.01,5
27107,77,0,0.01,0
27354,77,1,5.53,2
27780,77,1,20.34,5
28340,77,1,17.18,5
28344,77,0,0.68,0
28366,77,1,0.01,5
28478,77,1,0.21,2
28481,77,0,0.01,0
29028,77,1,0.01,3
29456,77,2,274.91,8
29498,77,1,11.5,12
29860,77,1,137.45,3
29894,77,1,0.01,5
29991,77,1,155.73,2
100893,77,1,5.15,1
101118,77,0,55.06,0
101411,77,1,0.34,2
104280,77,0,239.75,0
107360,77,1,0.01,4
108578,77,1,4.82,1
110840,77,1,0.017182131,11
400200,77,1,32.16,0
400305,77,1,2.2,0
400359,77,1,919.73,0
400481,77,1,3.53,0
400531,77,1,90.89,0
400702,77,1,3.01,5
400756,77,1,65.56,0
400771,77,1,145.34,0
400821,77,1,366.9,0
400983,77,1,7.51,0
401020,77,1,67.89,9
401041,77,1,52.32,0
401175,77,1,17.37,0
401578,77,1,0.02,0
401618,77,1,2.62,0
401646,77,1,618.55,0
401674,77,1,30.69,0
401754,77,1,68.72,3
402074,77,1,3.86,0
402198,77,1,8.13,0
403120,77,1,24.12,0
403198,77,1,0.01,6
500000,77,2,481.09,11
7257,78,1,0.01,0
7527,78,0,116.66,0
7894,78,2,0.009242144,2
8348,78,1,0.01,6
10122,78,1,1.97,0
10163,78,2,0.94,4
10209,78,1,2.81,4
10274,78,2,4.53,10
10458,78,0,0.87,0
10740,78,1,0.01,4
10960,78,2,0.02,9
11312,78,0,0.01,0
11452,78,1,7.18,0
11613,78,1,20.54,1
11753,78,1,0.009242144,6
11938,78,2,6.25,2
13189,78,1,11.62,4
13194,78,1,0.01,11
13333,78,1,0.01,5
13369,78,1,0.05,3
13863,78,0,0.01,0
13979,78,1,0.01,0
14265,78,1,0.01,3
14352,78,1,0.87,0
14576,78,2,139.53,8
14590,78,0,10.82,0
14722,78,1,0.01,3
15342,78,0,6.79,0
15391,78,1,15.13,4
15965,78,1,0.01,6
17628,78,0,0.01,0
17813,78,1,0.01,2
17814,78,2,0.91,4
18247,78,1,0.01,4
18351,78,1,0.01,11
18523,78,1,1.29,7
19253,78,2,0.56,2
19932,78,1,0.01,4
20248,78,1,165.04,2
21170,78,3,611.54,4
21242,78,0,0.02,0
21342,78,1,0.01,1
21637,78,1,95.34,5
22057,78,0,0.01,0
